headline,topic
"['a', '-c', 'grades', 'in', 'dramatic', 'decline', 'as', 'gcse', 'results', 'are', 'published']",['education']
"['are', 'this', 'year', ""'s"", 'gcse', 'takers', 'smarter', 'than', 'last', 'year', ""'s"", 'it', ""'s"", 'hard', 'to', 'tell']",['education']
"['could', 'you', 'pass', 'a', 'maths', 'gcse', 'exam']",['teacher-network']
"['could', 'you', 'pass', 'a', 'french', 'gcse', 'exam', '–', 'quiz']",['teacher-network']
"['gcse', 'results', '2016', 'share', 'your', 'photos', 'and', 'stories']",['education']
"['there', '’', 'd', 'be', 'less', 'pressure', 'on', 'gcses', 'if', 'adult', 'education', 'hadn', '’', 't', 'been', 'slashed']",['commentisfree']
"['we', 'blight', 'children', '’', 's', 'lives', 'for', 'the', 'sake', 'of', 'five', 'good', 'gcses']",['commentisfree']
"['leeds', 'festival', 'review', '–', 'top', 'marks', 'for', 'red', 'hot', 'chili', 'peppers', 'at', 'post-gcse', 'blowout']",['music']
"['school', ""'s"", 'out', 'gcse', 'results', 'are', 'in', 'now', ""'s"", 'the', 'time', 'to', 'hire', 'an', 'apprentice']",['small-business-network']
"['academisation', 'has', 'no', 'long-term', 'effect', 'on', 'gcse', 'results', 'research', 'suggests']",['education']
"['two', 'blackburn', 'faith', 'schools', 'top', 'charts', 'for', 'gcse', 'progress']",['education']
"['offer', 'cash', 'rewards', 'to', 'underachievers', 'to', 'boost', 'gcse', 'results', 'study', 'says']",['education']
"['a-level', 'and', 'gcse', 'grade', 'changes', 'down', 'a', 'quarter', 'after', 're-mark', 'overhaul']",['education']
"['gcse', 'number', 'grades', ""'confusing"", 'pupils', 'and', 'teachers', 'alike']",['education']
"['where', 'did', 'all', 'the', 'gcse', 'pupils', 'go', '–', 'and', 'why', 'has', 'no', 'one', 'noticed']",['education']
"['new', 'gcses', ""'only"", 'two', 'pupils', 'in', 'england', 'will', 'get', 'all', 'top', 'marks']",['education']
"['a', 'natural', 'history', 'gcse', 'it', 'might', 'help', 'get', 'our', 'children', 'outdoors']",['commentisfree']
"['gcses', 'and', 'a-levels', 'how', 'are', 'young', 'people', 'coping', 'with', 'exam', 'stress']",['education']
"['confusion', 'over', 'new', 'gcses', 'causing', 'widespread', 'anxiety', 'say', 'teachers']",['education']
"['the', 'real', 'importance', 'of', 'a', 'silly-sounding', 'gcse', 'question', 'on', 'darwin']",['science']
"['a', 'plague', 'o', 'both', 'your', 'houses', 'error', 'in', 'gcse', 'exam', 'paper', 'forces', 'apology']",['education']
"['secret', 'teacher', 'i', 'told', 'my', 'student', 'he', 'would', 'fail', 'without', 'gcses', '–', 'i', 'was', 'wrong']",['teacher-network']
"['no', 'more', 'music', 'spanish', 'or', 'engineering', 'parents', 'angry', 'at', 'cuts', 'to', 'gcses']",['education']
"['the', 'new', 'gcses', 'cut', 'off', 'life', 'chances', 'for', 'students', 'like', 'my', 'nurse', 'aisha']",['education']
"['what', ""'s"", 'it', 'like', 'being', 'an', 'a-level', 'or', 'gcse', 'exam', 'marker', 'share', 'your', 'experiences']",['education']
"['sprint', 'finish', 'to', 'mark', 'reformatted', 'gcses', 'say', 'examiners']",['education']
"['gcse', 'standard', 'pass', 'not', 'enough', 'to', 'match', 'top', 'nations', 'says', 'thinktank']",['education']
"['bringing', 'literature', 'to', 'life', 'the', 'new', 'gcse', 'syllabus', 'has', 'reinvigorated', 'my', 'students']",['teacher-network']
"['dear', 'ms', 'greening', 'stop', 'raising', 'and', 'lowering', 'the', 'gcse', 'high-jump', 'bar']",['education']
"['exam', 'boards', 'told', 'to', 'expect', 'surge', 'in', 'requests', 'for', 'gcse', 're-marks']",['education']
"['proportion', 'of', 'students', 'getting', 'good', 'gcse', 'grades', 'falls', 'after', 'reforms']",['education']
"['the', 'guardian', 'view', 'on', 'the', 'new', 'gcses', 'missing', 'the', 'point']",['commentisfree']
"['new-style', 'gcses', 'help', 'identify', 'the', 'best', 'but', 'may', 'not', 'benefit', 'the', 'rest']",['education']
"['high-volume', 'joy', 'at', 'luton', ""'s"", 'denbigh', 'high', 'after', 'stress', 'of', 'new', 'gcses']",['education']
"['gcse', 'results', 'day', '2017', 'students', 'get', 'their', 'grades', 'as', 'it', 'happened']",['education']
"['gcse', 'confusion', 'caused', 'by', 'grading', 'league', 'table', 'and', 'cohort', 'changes']",['education']
"['could', 'you', 'pass', 'maths', 'gcse']",['education']
"['share', 'your', 'reaction', 'and', 'experiences', 'on', 'gcse', 'results', 'day']",['education']
"['gcses', 'overhaul', 'means', 'results', 'are', '‘', 'incomparable', 'to', 'previous', 'years', '’']",['education']
"['let', ""'s"", 'celebrate', 'teachers', 'as', 'well', 'as', 'students', 'on', 'gcse', 'results', 'day']",['teacher-network']
"['the', 'new-style', 'gcses', 'show', 'why', 'politicians', 'must', 'do', 'more', 'explaining']",['commentisfree']
"['gcse', 'shake-up', 'leaves', 'many', 'schools', 'missing', 'national', 'progress', 'targets']",['education']
"['blind', 'date', '‘', 'there', 'was', 'more', 'chemistry', 'in', 'a', 'gcse', 'english', 'exam', '’']",['lifeandstyle']
"['exam', 'boards', '‘', 'in', 'muddle', '’', 'over', 'students', 'challenging', 'gcses']",['education']
"['ofqual', 'chief', 'blames', 'exam', 'boards', 'for', 'big', 'rise', 'in', 'gcse', 'grade', 'changes']",['education']
"['more', 'than', '1,000', 'pupils', 'penalised', 'for', 'phones', 'in', 'gcse', 'and', 'a-level', 'exams']",['education']
"['dear', 'damian', 'hinds', 'ofsted', 'forgets', 'our', 'four-year-olds', 'are', 'not', 'gcse', 'apprentices']",['education']
"['jewish', 'school', 'removed', ""'homosexual"", 'mentions', 'from', 'gcse', 'textbook']",['education']
"['secret', 'teacher', 'the', 'focus', 'on', 'exams', 'is', 'failing', 'gcse', 'students']",['teacher-network']
"['selective', 'schools', 'make', 'no', 'difference', 'to', 'gcse', 'results', 'study', 'says']",['education']
"['advice', 'to', 'revise', '7', 'hours', 'a', 'day', 'for', 'gcses', 'over', 'easter', ""'unbelievable""]",['education']
"['how', 'are', 'you', 'finding', 'the', 'new', 'gcses', 'share', 'your', 'experiences']",['education']
"['stress', 'and', 'serious', 'anxiety', 'how', 'the', 'new', 'gcse', 'is', 'affecting', 'mental', 'health']",['education']
"['the', 'new', 'gcse', 'exams', 'pile', 'on', 'pressure', 'and', 'kill', 'off', 'passion', 'for', 'learning']",['commentisfree']
"['gcses', 'are', 'failing', 'stress', 'test', 'as', 'students', 'suffer']",['education']
"['new-style', 'exams', 'may', 'distort', 'a-level', 'and', 'gcse', 'results', 'ofqual']",['education']
"['teenagers', '’', 'brains', 'not', 'ready', 'for', 'gcses', 'says', 'neuroscientist']",['books']
"['teenage', 'knife', 'possession', 'offenders', 'do', 'worse', 'in', 'gcses', '–', 'report']",['uk-news']
"['share', 'your', '2018', 'gcse', 'and', 'a-level', 'experiences']",['education']
"['panic', 'attacks', 'and', 'crying', ':', 'how', 'the', 'new', 'gcses', 'affected', 'pupils']",['education']
"['gcses', 'i', '’', 'll', 'never', 'forgive', 'you', 'michael', 'gove']",['education']
"['300', 'schools', 'picked', 'out', 'in', 'gcse', ""'off-rolling"", 'investigation']",['education']
"['the', 'igcse', 'if', 'it', '’', 's', 'good', 'enough', 'for', 'eton', 'why', 'not', 'for', 'our', 'local', 'schools']",['education']
"['new', 'a-level', 'and', 'gcse', 'grades', 'will', 'be', 'handed', 'out', 'fairly', 'says', 'ofqual']",['education']
"['new', 'gcses', 'put', 'pupils', 'under', 'more', 'pressure', 'say', 'school', 'leaders']",['education']
"['no', 'other', 'european', 'country', 'tests', 'children', 'at', '16', 'let', '’', 's', 'scrap', 'pointless', 'gcses']",['education']
"['girls', 'with', 'top', 'science', 'gcses', ""'deterred"", 'from', 'study', 'at', 'higher', 'level']",['education']
"['gcse', 'pass', 'rates', 'rise', 'despite', 'tougher', 'exam', 'assessment']",['education']
"['gcse', 'results', 'day', '2018', 'students', 'get', 'their', 'grades', '–', 'as', 'it', 'happened']",['education']
"['i', ""'d"", 'go', 'home', 'stress', 'cry', 'eat', 'cry', ':', 'manchester', 'pupils', 'on', 'new', 'gcses']",['education']
"['do', ""n't"", 'overstate', 'the', 'narrowing', 'gcse', 'gender', 'gap']",['education']
"['how', 'good', 'are', 'you', 'at', 'gcse', 'maths', 'take', 'our', 'quiz']",['education']
"['gcses', 'boys', 'close', 'gap', 'on', 'girls', 'after', 'exams', 'overhaul']",['education']
"['how', 'tough', 'are', 'gcses', 'try', 'our', 'exam', 'questions']",['education']
"['share', 'your', 'reaction', 'and', 'experiences', 'on', 'gcse', 'results', 'day', '2018']",['education']
"['the', 'guardian', 'view', 'on', 'gcses', 'there', 'is', 'more', 'to', 'school', 'than', 'exams']",['commentisfree']
"['the', 'gcse', 'system', 'is', 'bottom', 'of', 'the', 'class']",['education']
"['reading', 'and', 'leeds', 'festival', 'review', '–', 'glittery', 'gcse', 'blowout', 'has', 'most', 'diverse', 'lineup', 'yet']",['music']
"['gcse', 'textbook', 'condemned', 'for', 'racist', 'caribbean', 'stereotypes']",['world']
"['the', 'academy', 'trusts', 'whose', 'gcse', 'students', 'keep', 'disappearing']",['education']
"['labour', 'we', ""'ll"", 'end', 'compulsory', 'gcse', 'maths', 'and', 'english', 'resits']",['education']
"['labour', 'demands', 'inquiry', 'into', 'how', 'gcse', 'reform', 'has', 'benefited', 'private', 'schools']",['education']
"['why', 'private', 'schools', 'are', 'opting', 'out', 'of', 'gcse', 'and', 'a-level', 'exams']",['education']
"['gcse', 'pupils', 'in', 'england', 'outperform', 'those', 'in', 'wales']",['education']
"['tougher', 'gcses', 'widen', 'gap', 'between', 'poorer', 'and', 'better-off', 'pupils']",['education']
"['football', 'tournaments', 'penalise', 'gcse', 'students', 'can', '’', 't', 'we', 'avoid', 'this', 'fixture', 'clash']",['commentisfree']
"['replace', 'gcses', 'with', 'baccalaureate', 'says', 'conservative', 'mp']",['education']
"['scrap', 'gcses', 'we', '’', 've', 'been', 'here', 'before']",['education']
"['baroque', 'masterpiece', 'to', 'go', 'on', 'show', 'next', 'to', 'pupils', 'gcse', 'artwork']",['artanddesign']
"['student', 'mentors', 'help', 'pupils', 'say', '‘', 'si', '’', 'to', 'gcse', 'languages']",['education']
"['why', 'a', 'good', 'ofsted', 'report', 'can', 'be', 'bad', 'for', 'gcse', 'results']",['education']
"['my', 'daughter', '’', 's', 'gcses', 'are', 'over', '–', 'and', 'so', 'is', 'my', 'role', 'as', 'a', 'semi-competent', 'child-rearer']",['commentisfree']
"['police', 'investigate', 'leak', 'of', 'gcse', 'religious', 'studies', 'exam', 'paper']",['education']
"['attainment', 'gap', 'widens', 'for', 'disadvantaged', 'gcse', 'pupils', 'study', 'finds']",['education']
"['poorer', 'pupils', 'twice', 'as', 'likely', 'to', 'fail', 'key', 'gcses']",['education']
"['don', '’', 't', 'despair', 'if', 'gcse', 'results', 'day', 'doesn', '’', 't', 'go', 'your', 'way', '–', 'life', 'is', 'only', 'just', 'beginning']",['commentisfree']
"['meritocracy', 'is', 'a', 'myth', '–', 'so', 'do', ""n't"", 'judge', 'people', 'on', 'their', 'gcse', 'grades']",['commentisfree']
"['closing', 'the', 'gcse', 'attainment', 'gap', 'can', '’', 't', 'be', 'up', 'to', 'schools', 'alone']",['education']
"['‘', 'i', 'thought', 'i', 'was', 'going', 'to', 'fail', '’', '–', 'pupils', 'relieved', 'by', 'good', 'gcse', 'results']",['education']
"['gcse', 'results', 'day', '2019', 'increase', 'in', 'top', 'grades', '–', 'live']",['education']
"['gcse', 'results', 'girls', 'fare', 'better', 'than', 'boys', 'under', 'more', 'rigorous', 'courses']",['education']
"['share', 'your', 'reaction', 'and', 'experiences', 'to', 'gcse', 'results', 'day', '2019']",['education']
"['pupils', 'receive', 'gcse', 'results', 'as', 'concerns', 'raised', 'over', 'new', 'format']",['education']
"['the', 'guardian', 'view', 'on', 'easier', 'gcses', 'at', 'private', 'schools', 'insult', 'added', 'to', 'injury']",['commentisfree']
"['we', 'have', 'michael', 'gove', 'to', 'blame', 'for', 'gcse', 'fiasco']",['education']
"['the', 'new', 'gcses', 'are', 'harder', 'but', 'the', 'grades', 'remain', 'the', 'same']",['education']
"['gcses', '10,000', 'pupils', 'disappear', 'from', 'english', 'schools', 'at', ""'critical"", 'stage']",['education']
"['one', 'in', '10', 'pupils', 'removed', 'from', 'school', 'rolls', ""'to"", 'boost', 'gcse', 'results']",['education']
"['french', 'and', 'german', 'gcses', 'to', 'be', 'marked', 'less', 'harshly', 'ofqual', 'rules']",['education']
"['one', 'in', 'five', 'gcse', 'and', 'a-level', 'pupils', 'granted', 'extra', 'time', 'for', 'exams']",['education']
"['extra', 'time', 'for', 'all', 'who', 'need', 'it', 'in', 'gcses', 'and', 'a-levels']",['education']
"['now', 'is', 'the', 'winter', 'of', 'our', 'gcses', 'teenage', 'dick', 'sends', 'richard', 'iii', 'back', 'to', 'school']",['stage']
"['the', 'guardian', 'view', 'on', 'new', 'gcses', 'bad', 'news', 'for', 'disadvantaged', 'pupils']",['commentisfree']
"['cancel', 'this', 'year', ""'s"", 'gcses', 'and', 'a-levels', 'if', 'schools', 'disrupted', 'says', 'top', 'academy', 'head']",['world']
"['gcses', 'and', 'a-levels', 'should', 'be', 'cancelled', 'anything', 'else', 'will', 'put', 'lives', 'at', 'risk']",['commentisfree']
"['all', 'schools', 'to', 'close', 'from', 'friday', 'gcse', 'and', 'a-level', 'exams', 'cancelled', '–', 'uk', 'covid-19', 'as', 'it', 'happened']",['politics']
"['some', 'uk', 'schools', 'looking', 'at', 'unregulated', 'exams', 'to', 'replace', 'gcses', 'and', 'a-levels']",['education']
"['how', 'to', 'do', 'gcse', 'and', 'a-level', 'schoolwork', 'at', 'home', 'during', 'covid-19']",['education']
"['cancellation', 'of', 'gcse', 'is', 'unfair', 'to', 'some', 'students']",['world']
"['coronavirus', 'how', 'will', 'students', 'still', 'get', 'a-level', 'and', 'gcse', 'qualifications', 'and', 'be', 'admitted', 'to', 'university']",['news']
"['gcse', 'exams', 'could', 'be', 'sat', 'online', 'in', 'future', 'watchdog', 'says']",['news']
"['government', 'long', 'way', 'off', 'target', 'for', 'gcse', 'pupils', 'studying', 'core', 'academic', 'subjects']",['independentpremium']
"['not', 'one', 'woman', ""'s"", 'name', 'included', 'in', 'gcse', 'science', 'national', 'curriculum', 'study', 'finds']",['independentpremium']
"['girls', 'are', '‘', 'more', 'than', 'twice', 'as', 'likely', '’', 'as', 'boys', 'to', 'achieve', 'a', 'pass', 'in', 'a', 'language', 'gcse']",['news']
"['gcse', 'changes', 'introduced', 'by', 'tories', 'widen', 'attainment', 'gap', 'between', 'disadvantaged', 'pupils', 'and', 'peers', 'research', 'suggests']",['news']
"['children', 'who', 'rarely', 'eat', 'breakfast', 'secure', 'lower', 'gcse', 'grades', 'than', 'classmates', 'study', 'finds']",['news']
"['french', 'and', 'german', 'gcses', 'to', 'be', 'marked', 'less', 'severely', 'amid', 'concerns', 'pupils', 'are', 'being', 'put', 'off', 'languages', 'regulator', 'says']",['news']
"['colleges', 'struggling', 'to', 'cope', 'with', 'growing', 'number', 'of', 'students', 'out', 'of', 'school', 'during', 'gcses', 'report', 'finds']",['news']
"['english', 'language', 'gcse', 'should', 'be', 'scrapped', 'to', '‘', 'end', 'misery', '’', 'of', 'third', 'of', 'teens', 'being', 'labelled', 'as', 'failures', 'report', 'says']",['news']
"['gcse', 'results', 'day', '2019', 'what', 'do', 'the', 'numerical', 'grades', 'mean', 'and', 'what', 'are', 'the', 'old', 'equivalents']",['news']
"['gcse', 'results', 'day', 'deals', '2019', 'best', 'free', 'food', 'and', 'drink', 'for', 'students', 'collecting', 'their', 'results']",['life-style']
"['gcse', 'results', 'day', '2019', 'only', '800', 'students', 'in', 'england', 'get', 'clean', 'sweep', 'of', 'highest', 'grades', 'under', 'reforms']",['news']
"['gcse', 'results', 'day', 'top', 'grades', 'and', 'pass', 'rates', 'rise', 'despite', 'headteacher', 'backlash', 'at', 'tougher', 'exams']",['news']
"['poor', 'pupils', 'nearly', 'twice', 'as', 'likely', 'not', 'to', 'pass', 'maths', 'gcse', 'as', 'richer', 'peers', 'analysis', 'reveals']",['news']
"['four', 'in', 'five', 'school', 'leaders', 'say', 'tougher', 'gcses', 'have', 'detrimental', 'effect', 'on', 'lower-ability', 'students']",['news']
"['gcse', 'results', 'day', 'guide', '2019', 'when', 'is', 'it', 'and', 'what', 'happens', 'next']",['news']
"['dyslexics', 'are', 'discriminated', 'against', 'by', 'the', 'current', 'gcse', 'exam', 'system', '–', 'it', '’', 's', 'time', 'to', 'go', 'digital']",['voices']
"['i', 'am', '...', 'kirsty', 'review', 'hard-to-recommend', 'film', 'plays', 'like', 'an', 'unconvincing', 'gcse', 'essay']",['arts-entertainment']
"['poorer', 'students', '‘', '18', 'months', 'behind', '’', 'classmates', 'as', 'progress', 'in', 'closing', 'gcse', 'attainment', 'gap', 'stalls']",['news']
"['children', 'with', 'links', 'to', 'social', 'services', 'are', 'two', 'grades', 'behind', 'at', 'gcse', 'report', 'suggests']",['news']
"['piers', 'morgan', 'criticises', '‘', 'bonkers', '’', 'reaction', 'to', '‘', 'triggering', '’', 'gcse', 'calorie', 'question', 'for', 'pupils', 'with', 'eating', 'disorders']",['life-style']
"['fewer', 'students', 'taking', 'design', 'and', 'technology', 'and', 'music', 'at', 'gcse', 'figures', 'reveal']",['news']
"['pupils', 'at', '£37,000-a-year', 'private', 'school', 'sit', 'english', 'igcse', 'exam', 'only', 'to', 'find', 'they', 'have', 'been', 'taught', 'wrong', 'book']",['news']
"['boy', 'collapses', 'and', 'dies', 'after', 'suffering', 'allergic', 'reaction', 'to', 'pollen', 'while', 'celebrating', 'end', 'of', 'gcses', 'in', 'park']",['news']
"['gcse', 'and', 'as-level', 'papers', 'go', 'missing', 'weeks', 'before', 'exams', 'forcing', 'schools', 'to', 'get', 'replacement', 'papers']",['news']
"['scrapping', 'sats', 'may', 'help', 'the', 'children', 'of', 'tomorrow', 'but', 'what', 'about', 'today', '’', 's', 'gcse', 'students']",['voices']
"['fewer', 'than', 'one', 'in', 'three', 'headteachers', 'think', 'gcses', 'prepare', 'students', 'for', 'work', 'survey', 'finds']",['news']
"['gcse', 'system', '‘', 'insists', 'on', 'rubbing', 'noses', '’', 'of', 'thousands', 'of', 'pupils', 'in', 'disappointment', 'heads', '’', 'union', 'says']",['news']
"['should', 'we', 'really', 'consider', 'scrapping', 'gcses']",['news']
"['i', 'introduced', 'gcses', 'in', 'the', '1980s', '–', 'but', 'now', 'it', '’', 's', 'time', 'to', 'scrap', 'them']",['voices']
"['gcses', 'should', 'be', 'scrapped', 'as', 'part', 'of', 'major', 'education', 'system', 'overhaul', 'senior', 'mp', 'says']",['news']
"['poorer', 'students', 'less', 'likely', 'to', 'study', 'history', 'at', 'gcse', 'under', 'government', 'reforms', 'study', 'says']",['news']
"['academy', 'chains', 'perform', 'below', 'average', 'for', 'gcse', 'progress', 'new', 'figures', 'show']",['news']
"['private', 'schools', ""'cheating"", 'gcse', 'system', 'to', 'rig', 'their', 'results']",['news']
"['private', 'schools', 'accused', 'of', ""'cheating"", 'the', 'system', 'by', 'dodging', 'new', 'gcses']",['news']
"['labour', 'would', 'scrap', 'gcse', 'resits', 'policy', 'angela', 'rayner', 'says']",['news']
"['millennials', 'fail', 'gcse', 'financial', 'skills', 'test', 'aced', 'by', 'baby', 'boomers', 'and', '16-year-olds']",['money']
"['gcse', 'textbook', 'saying', 'working-class', 'pupils', 'lack', 'right', 'attitudes', 'to', 'succeed', 'to', 'be', 'rewritten']",['news']
"['gcse', 'textbook', 'claiming', 'caribbean', 'men', 'are', '‘', 'largely', 'absent', '’', 'from', 'families', 'is', 'withdrawn', 'after', 'outrage']",['news']
"['gordon', 'ramsay', 'congratulates', 'daughter', 'on', 'top', 'gcse', 'marks', 'but', 'gives', 'her', 'a', ""'d"", 'in', 'cookery']",['life-style']
"['gcse', 'results', '2018', 'exam', 'board', 'apologises', 'for', 'unanswerable', 'business', 'question']",['news']
"['gcse', 'results', '2018', 'only', '700', 'teenagers', 'in', 'england', 'get', 'clean', 'sweep', 'of', 'grade', '9s', 'after', 'major', 'reforms', 'as', 'it', 'happened']",['news']
"['why', 'do', 'we', 'always', 'pit', 'boys', 'against', 'girls', 'on', 'gcse', 'results', 'day', 'and', 'pretend', 'everything', 'is', 'fixed', 'to', 'the', 'girls', 'advantage']",['voices']
"['gcse', 'results', 'day', 'pass', 'rates', 'up', 'despite', 'major', 'reforms', 'to', 'make', 'exams', 'tougher']",['news']
"['gcse', 'results', 'day', '2018', 'best', 'student', 'deals', 'including', 'free', 'pizza']",['life-style']
"['gcse', 'results', '2018', 'academic', 'anxiety', 'greater', 'source', 'of', 'student', 'stress', 'than', 'body', 'image', 'concerns', 'says', 'former', 'government', 'adviser']",['news']
"['well', 'done', 'gcse', 'students', 'now', 'let', '’', 's', 'make', 'schools', 'better']",['voices']
"['can', 'you', 'answer', 'these', 'gcse', 'science', 'questions', 'correctly']",['news']
"['gcse', 'results', 'day', '2018', 'what', 'do', 'the', 'new', 'numerical', 'grades', 'mean']",['news']
"['poorer', 'pupils', 'more', 'likely', 'to', 'be', 'excluded', 'than', 'achieve', ""'good"", 'gcse', 'grades']",['news']
"['gcse', 'results', 'day', 'major', 'exam', 'reforms', 'have', '‘', 'ratcheted', 'up', 'pressure', '’', 'on', 'stressed', 'teenagers']",['news']
"['gcse', 'results', 'day', '2018', 'when', 'is', 'it', 'and', 'what', 'happens', 'next']",['news']
"['gcse', 'in', 'british', 'sign', 'language', 'may', 'be', 'introduced', 'after', 'deaf', 'boy', '’', 's', 'campaign']",['news']
"['decline', 'in', 'creative', 'subjects', 'at', 'gcse', 'prompts', 'fears', 'that', 'arts', 'industry', 'could', 'be', 'damaged']",['news']
"['half', 'of', 'clever', 'students', 'from', 'poor', 'backgrounds', 'fail', 'to', 'secure', 'top', 'gcse', 'grades', 'study', 'says']",['news']
"['exam', 'board', 'ocr', 'faces', '£175k', 'fine', 'over', 'elementary', 'romeo', 'and', 'juliet', 'error', 'in', 'english', 'literature', 'gcse']",['news']
"['state', 'school', 'pupils', 'could', 'be', ""'shut"", 'out', 'of', 'top', 'universities', 'as', 'private', 'schools', 'avoid', 'new', 'gcses', 'warns', 'headteacher']",['news']
"['thousands', 'of', 'students', 'missing', 'from', 'secondary', 'schools', 'before', 'taking', 'gcses', 'report', 'warns']",['news']
"['essex', 'schoolboy', 'had', 'n-word', 'and', ""'go"", 'back', 'to', 'the', 'jungle', 'scrawled', 'over', 'his', 'shirt', 'while', 'celebrating', 'his', 'gcses']",['news']
"['british', 'army', 'used', 'facebook', 'adverts', 'to', 'recruit', ""'stressed"", 'teenagers', 'on', 'gcse', 'results', 'day', 'charity', 'claims']",['news']
"['as', 'gcse', 'and', 'a-level', 'exam', 'season', 'begins', 'here', 'is', 'the', 'best', 'way', 'to', 'handle', 'stress']",['voices']
"['government', 'open', 'to', 'new', 'gcse', 'in', 'british', 'sign', 'language', 'following', 'campaign']",['news']
"['exam', 'boards', 'refuse', 'to', 'award', 'stab', 'victim', 'who', 'missed', 'gcses', 'his', 'predicted', 'grades']",['news']
"[""'stark"", 'north-south', 'gap', 'in', 'gcse', 'results', 'needs', 'urgent', 'government', 'intervention', 'say', 'mps']",['news']
"['if', 'we', 'want', 'to', 'tackle', 'antisemitism', 'in', 'the', 'modern', 'world', 'then', 'we', 'need', 'make', 'gcse', 'history', 'a', 'compulsory', 'subject', 'in', 'schools']",['voices']
"['gcse', 'and', 'a-level', 'students', 'can', 'not', 'tell', 'time', 'on', 'traditional', 'analogue', 'clock', 'teachers', 'suggest']",['news']
"['students', 'do', 'not', 'trust', 'exam', 'officers', 'to', 'look', 'after', 'their', 'mobile', 'phones', 'during', 'gcses', 'and', 'a', 'levels', 'ofqual', 'boss', 'suggests']",['news']
"['poorer', 'pupils', 'in', 'england', 'are', 'a', 'whole', 'gcse', 'grade', 'behind', 'their', 'peers', 'in', 'maths', 'report', 'finds']",['news']
"['gcse', 'revision', 'tips', 'suggesting', 'students', 'revise', 'for', 'seven', 'hours', 'a', 'day', 'met', 'with', 'outrage', 'from', 'teenagers']",['news']
"['attending', 'grammar', 'school', 'may', 'not', 'boost', 'chance', 'of', 'good', 'gcse', 'grades', 'study', 'suggests']",['news']
"['children', 'who', 'arrive', 'late', 'into', 'english', 'school', 'system', 'penalised', 'with', 'low', 'gcse', 'grades', 'report', 'finds']",['news']
"['students', 'taking', 'gcses', 'now', 'are', 'luckier', 'than', 'i', 'was', 'when', 'i', 'took', 'them', 'last', 'year']",['voices']
"['grenfell', 'tower', 'schoolgirl', 'achieves', 'a', 'grade', 'in', 'gcse', 'exam', 'she', 'sat', 'hours', 'after', 'fire', 'destroyed', 'her', 'home']",['news']
"['manchester', 'attack', 'sister', 'of', 'victim', 'martyn', 'hett', 'aces', 'gcses', 'with', '11', 'a', 'grades', 'despite', 'taking', 'exam', 'day', 'after', 'his', 'death']",['news']
"['gcse', 'results', '2017', 'thousands', 'of', 'students', 'to', 'receive', ""'wrong"", 'grades', 'under', 'new', 'marking', 'system', 'warn', 'experts']",['news']
"['gcse', 'results', 'day', 'pass', 'rates', 'fall', 'amid', 'biggest', 'exam', 'shake-up', 'in', 'generation']",['news']
"['gcse', 'results', 'half', 'as', 'many', 'pupils', 'expected', 'to', 'achieve', 'top', 'marks', 'as', 'new', 'grades', 'awarded', 'for', 'first', 'time']",['news']
"['tough', 'new', 'gcse', 'exams', 'risk', 'pupils', 'mental', 'health', 'warn', 'school', 'leaders']",['news']
"['i', ""'d"", 'just', 'witnessed', 'my', 'house', 'burning', 'down', ':', 'grenfell', 'tower', 'schoolgirl', 'hopes', 'for', 'a', 'grade', 'gcse', 'she', 'sat', 'hours', 'after', 'fire', 'destroyed', 'her', 'home']",['news']
"['take', 'it', 'from', 'somebody', 'who', 'took', 'them', 'recently', 'and', 'did', 'well', '–', 'your', 'gcse', 'results', 'mean', 'basically', 'nothing']",['voices']
"['tough', 'new', 'gcse', 'grades', 'will', 'cause', 'success', 'rates', 'to', ""'plunge"", ',', 'says', 'thinktank']",['news']
"['new', 'gcse', 'exams', ""'toughest"", 'since', 'o-levels']",['news']
"['despite', 'the', 'predictable', 'uproar', 'changes', 'to', 'gcses', 'were', 'the', 'right', 'thing', 'to', 'do']",['voices']
"['what', 'are', 'the', 'new', 'gcses', 'and', 'what', 'do', 'the', 'changes', 'mean']",['news']
"['girls', 'who', 'study', 'vocational', 'gcses', ""'significantly"", 'less', 'likely', 'to', 'do', 'a-levels', 'or', 'go', 'to', 'university']",['news']
"['thousands', 'of', 'pupils', 'to', 'receive', '‘', 'incorrect', '’', 'grades', 'on', 'gcse', 'results', 'day']",['news']
"['gcse', 'results', 'day', '2017', 'when', 'is', 'it', 'what', 'if', 'i', 'ca', ""n't"", 'collect', 'my', 'grades', 'in', 'person', 'everything', 'you', 'need', 'to', 'know']",['news']
"['free', 'school', 'fails', 'to', 'enter', 'any', 'year', '11', 'pupils', 'for', 'gcses', 'because', 'they', 'are', ""'not"", 'mature', 'enough']",['news']
"['government', 'to', 'spend', 'half', 'a', 'million', 'pounds', 'explaining', 'confusing', 'gcse', 'exam', 'reforms']",['news']
"['gcse', 'and', 'a-level', 'marking', 'teachers', 'told', 'not', 'to', 'give', 'students', ""'benefit"", 'of', 'the', 'doubt', 'with', 'predicted', 'grades', 'after', 'exams', 'cancelled', 'over', 'coronavirus']",['news']
"['year', '11s', 'like', 'me', 'are', 'mourning', 'the', 'loss', 'of', 'our', 'gcses', 'prom', 'and', 'summer', 'holidays']",['opinion']
"['gcses', 'and', 'a-levels', 'students', 'will', 'be', 'given', 'predicted', 'grades', 'after', 'exams', 'cancelled', 'due', 'to', 'coronavirus']",['news']
